tissue	group	total.mRNA.mol	well	sex	age	diameter	cell_id	level1class	level2class
ca1hippocampus	3	13299	59	1	31	7.89	1772067082_C08	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	14877	29	-1	26	0	1772066073_E04	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	18739	49	-1	27	12.4	1772067058_A07	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	21943	34	1	28	19.9	1772071036_B05	pyramidal CA1	CA1PyrInt
ca1hippocampus	3	20805	32	-1	24	17.8	1772071045_H04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15959	85	-1	24	13.5	1772071044_E11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13819	7	-1	24	12.6	1772071044_G01	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	14915	79	-1	26	15.9	1772067096_G10	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12999	88	-1	26	0	1772066098_H11	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	14236	77	1	28	0	1772071035_E10	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	13507	74	1	24	0	1772067094_B10	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12645	11	1	24	11.5	1772067093_C02	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	17182	35	-1	27	7.81	1772067058_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15493	26	1	24	0	1772066101_B04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17103	39	-1	24	10.9	1772071045_G05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16518	38	0	26	12.5	1772067076_F05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11908	85	-1	26	0	1772066073_E11	pyramidal CA1	CA1PyrInt
ca1hippocampus	3	21889	32	-1	26	13.3	1772067096_H04	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	15900	96	-1	24	13.2	1772071044_H12	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	21186	90	-1	27	0	1772066096_B12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19016	45	-1	23	10.7	1772067059_E06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20165	29	-1	23	12.7	1772067060_E04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13656	46	-1	26	12.6	1772066097_F06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14192	65	-1	27	12.1	1772066096_A09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15292	18	1	24	8.14	1772066100_B03	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12971	38	-1	24	10.1	1772071044_F05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24402	92	1	28	12.7	1772071035_D12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18709	27	-1	27	8.89	1772066095_C04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15007	77	-1	24	0	1772071045_E10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18911	25	-1	28	13.7	1772066080_A04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22951	96	1	28	12.2	1772071035_H12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18366	36	-1	26	15.8	1772066103_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12594	78	-1	24	11.1	1772071044_F10	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	14729	55	-1	26	0	1772066073_G07	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	25265	64	-1	27	9.1	1772066096_H08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13792	44	1	24	13.1	1772066101_D06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14575	81	-1	26	7.73	1772066073_A11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16781	81	1	24	13.2	1772066070_A11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18862	41	-1	28	12	1772066080_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23299	15	1	24	10.4	1772066107_G02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14694	43	1	24	13.9	1772066101_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18184	13	-1	23	0	1772067060_E02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23378	33	-1	24	14	1772066089_A05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15848	41	-1	24	9.98	1772066089_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16360	36	1	28	11.4	1772071035_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16065	74	1	28	11.5	1772071035_B10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20292	29	1	23	15.9	1772066108_E04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13661	41	1	28	11.9	1772071035_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15046	14	-1	27	10.5	1772066096_F02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15544	82	1	24	13.1	1772066070_B11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	27456	51	1	23	7.99	1772066108_C07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15320	15	-1	26	12.9	1772066098_G02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21741	92	-1	27	11.5	1772066096_D12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12465	9	-1	28	13.2	1772066080_A02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15866	39	1	28	11.1	1772071035_G05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15738	43	1	24	11.6	1772066107_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18884	42	1	24	12.4	1772066107_B06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18195	68	-1	27	0	1772066096_D09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14831	22	-1	27	11.8	1772066095_F03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18560	47	-1	27	6.88	1772066095_G06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16867	11	-1	23	13.6	1772067059_C02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21508	94	-1	28	13.1	1772066076_F12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	11186	78	1	28	0	1772071035_F10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16765	43	1	23	13.8	1772066099_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18168	35	-1	27	13	1772067057_C05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13710	70	1	23	0	1772066102_F09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16910	84	1	28	12.3	1772071035_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	10740	62	-1	26	8.22	1772066074_F08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21086	84	-1	28	7.38	1772066076_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16517	52	-1	26	0	1772066073_D07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16330	91	-1	23	15.4	1772066077_C12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15560	8	1	24	7.68	1772066107_H01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16252	90	1	24	15.3	1772066070_B12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17039	82	-1	28	13.1	1772066076_B11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15669	79	-1	28	12	1772066080_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16967	70	-1	28	8.44	1772066076_F09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16035	43	-1	28	13.2	1772066080_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20538	55	1	23	7.28	1772066108_G07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16260	29	-1	27	11.7	1772066096_E04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14517	78	1	24	13.4	1772066070_F10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13477	80	-1	27	11.2	1772067057_H10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16643	73	1	24	14.3	1772066070_A10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16963	37	-1	27	12.8	1772066095_E05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14075	67	1	24	7.07	1772066101_C09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14403	95	1	24	0	1772066101_G12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14967	71	1	23	14.1	1772066108_G09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18639	89	-1	24	14.3	1772066089_A12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21414	47	1	23	12.4	1772066099_G06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	13426	80	1	24	11.3	1772066070_H10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16729	41	1	28	11.2	1772071036_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15355	85	-1	24	15.6	1772066089_E11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14274	40	-1	24	11.7	1772066089_H05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15559	30	-1	24	0	1772066089_F04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16774	85	-1	26	14.8	1772066098_E11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15995	43	-1	27	0	1772066096_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15570	79	-1	28	13.3	1772066076_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16184	1	-1	28	11.7	1772066080_A01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23270	89	-1	27	0	1772066096_A12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16705	85	1	24	5.86	1772066101_E11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18273	86	-1	26	14.2	1772066097_F11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17383	7	-1	27	12.6	1772066095_G01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15712	93	1	28	12.1	1772071036_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15145	75	-1	27	12.6	1772066096_C10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19205	1	-1	23	12.3	1772066077_A01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18441	83	0	26	12.1	1772067076_C11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21531	5	-1	26	0	1772066073_E01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15334	93	1	23	13.4	1772066099_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	12840	6	-1	26	7.87	1772066073_F01	pyramidal CA1	CA1PyrInt
ca1hippocampus	3	15386	88	-1	23	13.7	1772067059_H11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18637	13	1	23	0	1772066099_E02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	27341	14	-1	26	0	1772066073_F02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17593	30	1	24	12.8	1772066107_F04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18427	47	-1	24	11.8	1772066089_G06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24793	88	-1	26	0	1772066073_H11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20192	52	-1	26	6.77	1772066103_D07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23881	80	-1	23	0	1772067059_H10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21343	89	-1	28	11.8	1772066076_A12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22126	55	-1	23	13.5	1772066077_G07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21999	16	-1	24	14.3	1772066089_H02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19876	48	-1	27	11.2	1772067057_H06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	25507	48	-1	24	16	1772066089_H06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29123	86	1	23	15.3	1772066099_F11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21169	79	-1	27	11	1772067057_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22463	6	1	23	9.39	1772066099_F01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29521	85	1	23	10.2	1772066102_E11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21693	87	-1	28	12.4	1772066080_G11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21901	30	1	23	11.1	1772066102_F04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	27528	34	-1	28	13.8	1772066080_B05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	32763	73	-1	23	14.7	1772067059_A10	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	24596	28	-1	24	15.1	1772066089_D04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	37248	84	-1	27	12.5	1772066096_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29520	46	1	24	14.2	1772066107_F06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	30674	84	1	24	11.4	1772066107_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	31234	31	1	23	11.9	1772066099_G04	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	25965	34	1	23	12.7	1772066102_B05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	31808	80	1	28	13.9	1772071035_H10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	43533	81	1	23	19.4	1772066099_A11	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	42583	47	1	24	14.3	1772066107_G06	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	33284	74	1	24	18.2	1772066107_B10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	37040	45	1	23	14.4	1772066099_E06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	28746	42	1	23	13.8	1772066099_B06	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	41451	30	0	26	12.4	1772067076_F04	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	32210	41	-1	26	13.5	1772066073_A06	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	40712	28	1	24	16.3	1772066107_D04	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	35190	14	1	23	19.3	1772066108_F02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	31247	1	-1	28	7.87	1772066076_A01	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	26010	34	0	26	13.4	1772067076_B05	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	32066	29	1	28	14.8	1772071035_E04	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	29666	60	-1	27	0	1772067057_D08	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	45451	12	-1	26	19.2	1772066073_D02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24970	11	-1	26	9.26	1772066073_C02	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	21585	65	-1	28	17.9	1772066076_A09	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	30093	50	1	24	12.4	1772066107_B07	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	26884	44	1	23	12.9	1772066099_D06	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	28802	86	1	24	18.8	1772066107_F11	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	32017	7	1	24	16.6	1772066107_G01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22230	48	-1	28	12.2	1772066080_H06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	25359	87	-1	26	16.8	1772066097_G11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29833	23	-1	26	13.6	1772066074_G03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29505	27	1	24	15.5	1772066107_C04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21514	30	1	24	0	1772066070_F04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20023	55	1	24	15.3	1772066070_G07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19537	93	1	28	11.2	1772071035_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21103	93	1	23	11.4	1772066102_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	25077	26	1	28	11.4	1772071035_B04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	27304	47	-1	28	12.7	1772066080_G06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	26952	46	1	23	12.4	1772066099_F06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18006	4	-1	28	9.09	1772066076_D01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	32019	36	0	26	11.4	1772067076_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	25792	30	1	23	11.4	1772066099_F04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19223	17	-1	27	13.3	1772067057_A03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18511	82	-1	23	12.9	1772066077_B11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18439	43	-1	24	12.7	1772066089_C06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17992	65	-1	23	0	1772067059_A09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19839	53	0	26	0	1772067076_E07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21006	68	0	26	10.5	1772067076_D09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18610	87	1	23	12.6	1772066099_G11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18308	17	-1	24	14.2	1772066089_A03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	26649	10	1	23	12.2	1772066099_B02	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	23929	95	1	24	14.2	1772066107_G12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20418	67	-1	26	0	1772066073_C09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18186	18	-1	28	11.7	1772066076_B03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22081	89	-1	28	13.6	1772066080_A12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23634	26	-1	26	6.21	1772066073_B04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15500	61	-1	28	8.91	1772066076_E08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18407	84	-1	26	13.3	1772066097_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14773	78	-1	28	12.1	1772066080_F10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15822	57	1	24	14.3	1772066101_A08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17229	93	-1	26	12.4	1772066073_E12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21869	54	-1	27	0	1772066096_F07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16509	1	-1	26	9.11	1772066073_A01	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	21366	19	-1	26	6.39	1772066073_C03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18681	62	1	23	12.9	1772066102_F08	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	33549	92	1	23	12.8	1772066099_D12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	32585	41	-1	27	14.8	1772067057_A06	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	17333	2	1	23	12.6	1772066102_B01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19669	30	-1	26	14	1772066097_F04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	26717	50	1	28	0	1772071036_B07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19175	4	1	23	10.6	1772066099_D01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14907	78	1	24	12	1772066107_F10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	35871	93	0	26	8.89	1772067076_E12	pyramidal CA1	SubPyr
ca1hippocampus	3	21213	5	1	23	8.84	1772066099_E01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19247	1	1	23	11.7	1772066102_A01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18318	92	-1	26	19.8	1772066097_D12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23268	84	-1	26	17.7	1772066073_D11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17732	65	1	24	11.8	1772066101_A09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	16193	44	-1	24	10.8	1772071044_D06	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	23052	91	1	24	12.6	1772066107_C12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	14055	41	-1	27	10.5	1772067058_A06	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22611	75	0	26	18.3	1772067076_C10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19643	17	-1	26	14.5	1772066097_A03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20213	33	1	24	13.1	1772066107_A05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20071	25	-1	26	13	1772066097_A04	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	24446	74	-1	27	14.7	1772067057_B10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	27883	10	-1	27	12.5	1772067057_B02	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	20913	11	1	24	0	1772066070_C02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	21881	54	-1	28	11.8	1772066076_F07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24743	65	1	24	12.2	1772066100_A09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19655	26	1	23	14.8	1772066102_B04	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	19656	95	-1	26	0	1772066073_G12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19555	39	1	23	0	1772066099_G05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	25966	51	-1	26	0	1772066073_C07	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	33713	28	-1	23	12.1	1772066077_D04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18509	75	1	24	13.7	1772066100_C10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20239	29	-1	24	13.6	1772066089_E04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	26396	90	-1	26	19	1772066073_B12	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	34809	79	0	26	18.7	1772067076_G10	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	17059	78	1	23	8.62	1772066102_F10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	17591	87	-1	23	14.1	1772066077_G11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29435	4	-1	27	12.4	1772066096_D01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	20300	12	1	23	11.2	1772066102_D02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22647	36	1	23	11.4	1772066108_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23573	81	1	23	11.2	1772066102_A11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	18457	60	1	23	7.52	1772066102_D08	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24698	36	1	23	15	1772066110_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	15905	65	-1	27	13	1772067058_A09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22926	18	1	23	0	1772066099_B03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	26779	34	-1	26	9.98	1772066073_B05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	19176	17	1	23	14	1772066099_A03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	26145	12	-1	24	0	1772066089_D02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24339	2	-1	26	6.91	1772066073_B01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	30482	34	1	23	14.3	1772066108_B05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	23354	86	1	23	7.17	1772066102_F11	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	22801	18	-1	24	8.55	1772066089_B03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	26744	36	1	24	20.3	1772066107_D05	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24129	18	0	26	15.7	1772067076_B03	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	25910	26	-1	28	13	1772066076_B04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	28902	70	1	24	6.45	1772066107_F09	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29353	96	1	23	0	1772066099_H12	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24262	13	1	23	0	1772066102_E02	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	27768	79	1	23	13.2	1772066108_G10	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24246	2	1	23	10.8	1772066099_B01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	24423	27	-1	27	12.3	1772067057_C04	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	29414	29	1	23	11.8	1772066102_E04	pyramidal CA1	CA2Pyr2
ca1hippocampus	3	13932	78	1	24	12.4	1772067094_F10	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12343	75	1	24	0	1772067094_C10	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	10612	96	-1	26	12.2	1772067096_H12	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12639	91	1	24	8.19	1772067093_C12	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	13686	84	1	24	9.63	1772067093_D11	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12023	27	1	24	12	1772067093_C04	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	11406	94	1	24	0	1772067093_F12	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	10827	45	-1	26	11.4	1772067096_E06	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	10347	83	1	24	11.8	1772067094_C11	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	14141	61	-1	26	11.1	1772067096_E08	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	12819	39	1	24	13	1772067094_G05	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	7933	14	1	24	0	1772067093_F02	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	8588	49	1	24	7.65	1772067093_A07	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	8875	85	-1	26	10.9	1772067054_E11	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	10616	17	-1	26	12.5	1772067096_A03	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	7856	40	-1	26	8	1772067054_H05	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	7736	86	1	31	12.2	1772067082_F11	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	8270	41	1	31	12.2	1772067082_A06	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	11418	83	-1	24	10.8	1772071044_C11	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	5996	19	1	24	7.63	1772067093_C03	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	8978	62	1	31	8.14	1772067082_F08	pyramidal CA1	CA1Pyr1
ca1hippocampus	3	5969	2	1	24	6.84	1772066100_B01	pyramidal CA1	CA1Pyr2
ca1hippocampus	3	6452	82	-1	27	10.2	1772067058_B11	pyramidal CA1	CA1PyrInt
ca1hippocampus	3	7012	13	-1	26	11.8	1772066074_E02	pyramidal CA1	CA1Pyr2
